VSS,Type,Desc,DataType,Unit,Min,Max,ValueTable,Allowed,Default,Comment,Hashed,Deprecated
Mch.MCU.DD1,branch,Dash Display 1,,,,,,,,J1939,,
Mch.ECU.WFI,branch,Operator indicators,,,,,,,,J1939,,
Mch.EEC.TXEGSPM,branch,Send message Exhaust Gas Sensor for Particulate Matter,,,,,,,,J1939,,
Mch.ECU.ACTVCODERx,branch,Receiving and evaluating the ACTVCODE frame,,,,,,,,J1939,,
Mch.MCU.SMVCU,branch,Safety Message VCU,,,,,,,,J1939,,
Mch.MCU.ASDJPR,branch,Auxiliary Steering Device (Joystick) - Primary,,,,,,,,J1939,,
Mch.MCU.ASDJRD,branch,Auxiliary Steering Device (Joystick) – Redundant,,,,,,,,J1939,,
Mch.MCU.VSPR,branch,Vehicle Speed – Primary,,,,,,,,J1939,,
Mch.MCU.VSRD,branch,Vehicle Speed – Redundant,,,,,,,,J1939,,
Mch.TCU.TCU2,branch,TCU_2,,,,,,,,J1939,,
Mch.TCU.TCU3,branch,TCU_3,,,,,,,,J1939,,
Mch.FNR.SLP1,branch,SpeedLimit_Prop1,,,,,,,,J1939,,
Mch.ECU.EDC2BC,branch,EDC to Body Computer EDC2BC CAN message CAN,,,,,,,,J1939,,
Mch.FNR.SLP2,branch,SpeedLimit_Prop2,,,,,,,,J1939,,
Mch.TCU.TCU4,branch,TCU_4,,,,,,,,J1939,,
Mch.TCU.ZFCC,branch,ZFCC,,,,,,,,J1939,,
Mch.ECU.ENGCOND,branch,Engine operating condition Frame CAN,,,,,,,,J1939,,
